"","ISO3","Country_Name","Year","High_Mult","Low_Mult"
"288","PHL","Philippines",2020,1.09267910943855,0.902112139177456
"289","PHL","Philippines",2020,1.08491104776675,0.908415685241385
"290","PHL","Philippines",2020,1.1020223504465,0.903254230313046
"291","PHL","Philippines",2020,1.08914094907657,0.890793471181254
"292","PHL","Philippines",2020,1.08297301910978,0.918234246738287
"293","PHL","Philippines",2020,1.113918799221,0.869705854346419
"294","PHL","Philippines",2020,1.11401278491098,0.902350646343007
"295","PHL","Philippines",2020,1.09448435559876,0.906639789212571
"296","PHL","Philippines",2020,1.12898745087505,0.87938067553218
"297","PHL","Philippines",2020,1.07968258454739,0.923514703741775
"298","PHL","Philippines",2020,1.10703316641823,0.897106640692312
"299","PHL","Philippines",2020,1.09993114241889,0.87103308252507
"300","PHL","Philippines",2020,1.09759017644875,0.894037296061408
"301","PHL","Philippines",2020,1.12073451887911,0.892180929079636
"302","PHL","Philippines",2020,1.09596365629961,0.899637912513552
"303","PHL","Philippines",2020,1.09959997981822,0.897960021553976
"304","PHL","Philippines",2020,1.11041579218381,0.868529948525843
"305","PHL","Philippines",2020,1.08508410262175,0.894288490776662
"306","PHL","Philippines",2020,1.08384555353288,0.914380117872976
"307","PHL","Philippines",2020,1.09676053738099,0.911844136972363
"308","PHL","Philippines",2020,1.08274722827591,0.905933941616636
"309","PHL","Philippines",2020,1.09754812807659,0.878175944821388
"310","PHL","Philippines",2020,1.09143699991962,0.919877564808548
"311","PHL","Philippines",2020,1.12621115462698,0.879504798927336
"312","PHL","Philippines",2020,1.09437152700822,0.898912134824496
"313","PHL","Philippines",2020,1.12994039831734,0.858898995151746
"314","PHL","Philippines",2020,1.08966803676115,0.90681903709151
"315","PHL","Philippines",2020,1.15817955291518,0.861131575524451
"316","PHL","Philippines",2020,1.10903868860485,0.897101804017289
"317","PHL","Philippines",2020,1.09763762145428,0.902642719563355
"318","PHL","Philippines",2020,1.08772935878729,0.910828401466027
"319","PHL","Philippines",2020,1.07869082675616,0.917053139549699
"320","PHL","Philippines",2020,1.12616453879568,0.872966885810858
"321","PHL","Philippines",2020,1.09058871502259,0.904869073012084
"322","PHL","Philippines",2020,1.10708324870913,0.894098733477984
"323","PHL","Philippines",2020,1.10833282223348,0.897832617217745
"324","PHL","Philippines",2020,1.1003498828959,0.903867895111264
"325","PHL","Philippines",2020,1.07927358772042,0.919182331866961
"326","PHL","Philippines",2020,1.09348766873914,0.898452591344828
"327","PHL","Philippines",2020,1.12601633442954,0.879536024143472
"328","PHL","Philippines",2020,1.10139152321384,0.899270658854112
"329","PHL","Philippines",2020,1.10123099433655,0.894835658743014
"330","PHL","Philippines",2020,1.0788706544997,0.909890407958738
"331","PHL","Philippines",2020,1.09012998829923,0.912630405827495
"332","PHL","Philippines",2020,1.11340130994532,0.892022802487871
"333","PHL","Philippines",2020,1.10758694082016,0.900601064838243
"334","PHL","Philippines",2020,1.12833593362462,0.886750316044165
"335","PHL","Philippines",2020,1.10748382955352,0.883463244845356
"336","PHL","Philippines",2020,1.08864298981439,0.91252515483414
"337","PHL","Philippines",2020,1.12627556203218,0.867005519329986
"338","PHL","Philippines",2020,1.08893544802107,0.880929637779128
"339","PHL","Philippines",2020,1.07848326301697,0.917347886623538
"340","PHL","Philippines",2020,1.08390426167259,0.907536447214592
"341","PHL","Philippines",2020,1.09488421520167,0.902416761645965
